Fecha del pedido,País,Total,Ganancia
16/11/2015,Cuba,403.2,140
16/11/2015,Cuba,326.2,110.8
19/11/2017,México,2251.2,404.8
19/11/2017,México,583,151
19/11/2017,México,1032.6,351
23/08/2015,Brasil,108,-151.2
03/11/2018,Honduras,2077.32,-1350.28
03/11/2018,Honduras,89.52,-43.28
03/11/2018,Honduras,2868,-956
06/10/2018,Brasil,394.4,66.8
06/10/2018,Brasil,1231.2,541.6
06/10/2018,Brasil,414.2,107.6
12/06/2018,México,4793.6,1198.4
06/11/2018,Argentina,139.32,-39.48
06/11/2018,Argentina,86.88,-23.52
06/11/2018,Argentina,2066.64,-792.56
23/10/2015,Chile,1632,456.8
23/10/2015,Chile,988.8,197.4
23/10/2015,Chile,516.6,226.8
23/10/2015,Chile,9409.6,1976
11/12/2017,Nicaragua,350.4,111.6
31/07/2016,México,254.4,60.6
31/07/2016,México,72.6,23.8
29/06/2016,México,1157.4,520.8
31/08/2016,México,9731.2,-243.8
25/06/2018,Argentina,240.12,-32.28
22/09/2016,Colombia,4771.2384,1472.4384
22/09/2016,Colombia,1621.2,470
22/09/2016,Colombia,7286.4,1894.2
22/09/2016,Colombia,211.2,82
12/06/2017,El Salvador,3698.4,258.6
12/06/2017,El Salvador,227.6,2
26/09/2018,Panamá,117,3.6
26/09/2018,Panamá,698.04,-419.16
15/01/2018,Jamaica,5376,1344
15/01/2018,Jamaica,126.8,17.6
28/09/2015,México,190.4,60.8
28/09/2015,México,4736.1088,1888.5088
28/09/2015,México,81.2,29.2
28/09/2015,México,2940.8,646.4
28/09/2015,México,789.6,386.4
28/09/2015,México,1486.8,356.4
28/09/2015,México,578.4,97.8
21/03/2017,Argentina,623.16,-0.24
11/06/2016,Colombia,3985.2,1912.8
11/06/2016,Colombia,494.2,43.4
11/06/2016,Colombia,4954.2,990.6
04/10/2016,Cuba,772.2,192.6
02/06/2015,Nicaragua,4824.8,1302.4
17/10/2015,Nicaragua,2728.4,1173.2
17/10/2015,Nicaragua,6015.5448,-12.0552
17/10/2015,Nicaragua,1533.6,659.2
27/11/2017,México,2577.6,979.2
21/10/2017,México,4083,448.8
16/10/2015,El Salvador,325.8,61.8
16/10/2015,El Salvador,1366.4,396.2
30/06/2018,Guatemala,4691.2,2204.8
26/06/2017,Cuba,7736.496,990.896
22/03/2018,México,1811.2,-113.2
22/03/2018,México,595,113
22/03/2018,México,712.96,142.56
21/10/2016,Perú,9869.04,-1151.76
08/11/2016,México,295.2,117.6
05/07/2017,El Salvador,199.2,47.6
07/10/2018,México,261,62.4
07/10/2018,México,3061.6,581.6
07/10/2018,México,948.6,360
07/10/2018,México,412,181.2
25/12/2018,México,16492.5488,2775.3488
27/11/2016,México,292.8,146.4
27/11/2016,México,1554,574
27/11/2016,México,580.2,272.4
27/11/2016,México,4146.6,1990.2
27/11/2016,México,1111.2,166.2
02/09/2015,Perú,3483.6,58
02/09/2015,Perú,1855.68,-61.92
10/07/2017,República Dominicana,155.2,-33.2
10/07/2017,República Dominicana,306.4,-31.6
10/07/2017,República Dominicana,2100.48,209.28
17/04/2018,Cuba,193.2,5.6
17/04/2018,Cuba,5166.6,877.8
17/04/2018,Cuba,18016,1801
17/04/2018,Cuba,663.6,192
25/11/2018,Brasil,4108,1273
25/11/2018,Brasil,238.4,52
25/11/2018,Brasil,15706,4868
25/11/2018,Brasil,86.4,29.2
25/11/2018,Brasil,2269,952
04/09/2018,El Salvador,2244,179.2
08/05/2018,Cuba,93,46.2
08/05/2018,Cuba,296,0
11/09/2018,Brasil,430,163
07/06/2018,Brasil,1718.4,652.8
13/06/2016,Cuba,1935.6,76.8
19/04/2015,Guatemala,1331.2,505.6
14/11/2018,Guatemala,2838,141.6
23/09/2018,Barbados,774.8,270.8
23/09/2018,Barbados,2349.2,327.6
23/09/2018,Barbados,4712.1568,792.9568
23/09/2018,Barbados,735.2,205.6
26/10/2016,México,163.2,8
26/10/2016,México,9462.6368,75.4368
26/10/2016,México,196.8,78.4
26/10/2016,México,2783.04,278.04
23/03/2015,Haití,405.84,53.84
09/07/2018,Argentina,3136.9884,-1112.2116
09/07/2018,Argentina,776.16,-39.04
15/08/2018,Colombia,5131.2,0
15/08/2018,Colombia,1129.2,90
15/08/2018,Colombia,110,37.2
15/08/2018,Colombia,11611.6,4527.6
15/08/2018,Colombia,1366,614
30/08/2017,Brasil,5518.72,689.52
30/08/2017,Brasil,659.6,316.4
30/08/2017,Brasil,3660.8,217.8
30/08/2017,Brasil,1707.7776,578.1776
30/08/2017,Brasil,2796,167
30/08/2017,Brasil,361.8,115.2
10/12/2017,Colombia,1699.2,152.4
30/06/2016,Brasil,452,148.8
30/06/2016,Brasil,1774.8,35.2
23/08/2017,República Dominicana,221.76,32.76
01/06/2017,Argentina,218.16,-116.44
01/06/2017,Argentina,593.28,-198.12
13/10/2015,El Salvador,528,136.8
13/10/2015,El Salvador,1631,554
29/05/2015,México,541.8,102.6
23/11/2016,El Salvador,2037.6,223.2
26/07/2017,Brasil,353.6,169.6
26/07/2017,Brasil,978.6,195.6
26/07/2017,Brasil,674.4,6.4
12/11/2015,Barbados,197.2,33.4
28/05/2018,Guatemala,425.8,161.8
09/07/2017,Brasil,740.8,110.8
09/07/2017,Brasil,2301.6,644.4
09/07/2017,Brasil,2868,573.6
09/07/2017,Brasil,86,36
22/05/2018,Brasil,5277.6,52
01/07/2016,Jamaica,1264,366.4
25/10/2016,Honduras,134.4,8.4
06/10/2016,El Salvador,528.6,132
22/06/2017,Venezuela,831.6,55.2
12/06/2016,Honduras,688.32,33.92
12/06/2016,Honduras,178.32,-86.28
12/06/2016,Honduras,358.32,-137.68
08/12/2015,Brasil,2719.2,217.2
09/11/2016,Guatemala,624,130.8
09/11/2016,Guatemala,580.8,39.6
03/08/2017,Argentina,170.64,-23.16
03/08/2017,Argentina,24.96,-39.24
03/08/2017,Argentina,652.8,-174.2
15/10/2015,Brasil,615.6,227.4
07/05/2017,México,152.4,-96.8
07/05/2017,México,186.8,9.2
28/03/2018,El Salvador,2292,687.6
28/03/2018,El Salvador,1074,440
28/03/2018,El Salvador,668,300
10/10/2017,México,7050.72,-1322.28
02/11/2017,México,555.2,277.6
27/09/2017,Cuba,262.8,57.6
27/09/2017,Cuba,151.6,10.4
27/09/2017,Cuba,729.2,284
27/09/2017,Cuba,1530,550.8
27/09/2017,Cuba,4361.6,43.6
27/09/2017,Cuba,1071,96
26/11/2015,México,1245.6,497.6
18/09/2016,México,594,82.8
18/09/2016,México,315,116.4
11/11/2018,México,1414,324.8
07/11/2017,Brasil,378.6,154.8
14/03/2016,México,1406,266
31/10/2017,Honduras,588,-187
05/06/2018,México,1847.6,406.4
05/06/2018,México,806.4,313.6
20/11/2016,El Salvador,672,194.4
28/07/2018,República Dominicana,652.32,186.12
28/07/2018,República Dominicana,752.8,-113.2
28/07/2018,República Dominicana,1090.08,394.68
08/06/2017,México,609.2,237.2
08/06/2017,México,518.4,180
08/06/2017,México,256.2,53.4
08/06/2017,México,2240.4,627.2
08/06/2017,México,394.8,189.2
09/01/2016,México,20927.52,522.72
05/01/2017,México,598.4,275.2
05/01/2017,México,1318,355.6
05/01/2017,México,3069.92,-767.48
20/06/2016,República Dominicana,1460.8,-73.2
20/06/2016,República Dominicana,134.56,20.16
20/06/2016,República Dominicana,224.16,-42.24
06/12/2015,Haití,1258.56,-650.64
06/12/2015,Haití,3672,-367.2
08/09/2018,México,677,60
08/09/2018,México,1195.2,297.6
21/12/2017,Brasil,146,39.2
22/11/2018,Honduras,45.6,-29
22/11/2018,Honduras,762.24,-152.96
22/11/2018,Honduras,1329.72,-376.88
22/11/2018,Honduras,109.44,-56.56
22/11/2018,Honduras,395.76,52.56
22/11/2018,Honduras,132.84,-38.16
24/06/2018,Argentina,2488.56,331.76
24/06/2018,Argentina,1647.24,-797.16
11/12/2017,Cuba,1644.8,180.8
11/12/2017,Cuba,11760,0
11/12/2017,Cuba,136.8,18.8
11/12/2017,Cuba,328,72
05/06/2015,Panamá,276,-36.8
01/10/2017,México,147,44
01/10/2017,México,95.2,0.8
01/10/2017,México,416.4,37.2
01/10/2017,México,1318.4,-0.6
15/09/2016,Argentina,1564.56,-0.04
15/09/2016,Argentina,322.92,-22.08
14/06/2016,Brasil,603.2,204.8
14/06/2016,Brasil,436.8,205.2
14/06/2016,Brasil,312,15.6
08/02/2017,Nicaragua,10233.6,1840.8
23/03/2016,México,6339.2,-396.2
16/03/2017,Brasil,2028.6,791
16/03/2017,Brasil,3817.6,877.6
16/03/2017,Brasil,1896.5992,832.1992
16/03/2017,Brasil,139.6,32
18/04/2016,República Dominicana,327.68,-37.12
28/01/2017,Brasil,5188.8,2023.2
28/01/2017,Brasil,2217,687
28/01/2017,Brasil,143.2,27.2
28/01/2017,Brasil,743.2,260
28/01/2017,Brasil,185.2,50
28/01/2017,Brasil,2788.8,892.2
03/06/2016,Brasil,529,111
03/06/2016,Brasil,281.6,11.2
08/05/2016,Brasil,1791,268.2
08/05/2016,Brasil,1736.8,642.4
09/11/2015,El Salvador,844.8,328
27/04/2015,Guatemala,318.8,73.2
27/04/2015,Guatemala,489.6,68.4
13/03/2015,Guatemala,652.4,221.6
29/06/2017,Guatemala,1644.6,0
29/06/2017,Guatemala,934.2,373.2
29/06/2017,Guatemala,342,23.4
21/11/2018,México,796.8,342.4
21/11/2018,México,579.6,226
21/05/2018,Cuba,226.4,54
21/05/2018,Cuba,164.8,34.4
22/11/2017,Guatemala,210,100.8
11/11/2016,República Dominicana,859.04,268.24
25/09/2017,Nicaragua,648.4,90.4
10/07/2017,México,2639.2,52.4
28/09/2015,El Salvador,1174.6,140.8
04/08/2015,México,233.2,27.6
29/03/2015,México,3093.6,1020.6
29/03/2015,México,1204,215.6
29/03/2015,México,1677.6,100.2
29/03/2015,México,2049.6,798
29/03/2015,México,300,24
29/03/2015,México,64,14.4
29/03/2015,México,448.2,111.6
29/03/2015,México,83.4,37.2
29/03/2015,México,297.2,41.6
02/05/2018,República Dominicana,448.32,-84.48
05/04/2018,México,350.6,164.6
05/04/2018,México,239.4,102.6
01/08/2018,República Dominicana,292,65
01/08/2018,República Dominicana,447.36,128.16
01/08/2018,República Dominicana,3644.8,-365.2
01/08/2018,República Dominicana,6600.8,1319.8
04/10/2017,Argentina,73.8,0
04/10/2017,Argentina,44.1,-58.9
04/10/2017,Argentina,2929.9608,-1774.0392
04/10/2017,Argentina,2048.76,-307.44
04/10/2017,Argentina,376.8,-208.2
04/10/2017,Argentina,216.84,-50.76
09/07/2017,México,2252.4,585.6
15/03/2017,Nicaragua,1680,487.2
15/03/2017,Nicaragua,978.6,9.6
15/03/2017,Nicaragua,394.8,193.2
15/03/2017,Nicaragua,197,39
15/03/2017,Nicaragua,617.6,228.4
14/07/2017,Panamá,390.72,-65.28
21/11/2018,México,408,0
21/11/2018,México,162.4,77.8
09/10/2018,México,9086.08,-1931.52
08/08/2018,Colombia,652.4,221.6
08/08/2018,Colombia,5556,1777
28/09/2017,Haití,225.36,-124.24
26/11/2017,Panamá,89.28,-23.92
26/11/2017,Panamá,161.28,-37.92
19/07/2015,México,262.4,128.4
19/07/2015,México,422.4,164
05/05/2016,Nicaragua,2304.8,968
28/10/2015,Cuba,2242.4,1053.6
07/05/2015,Cuba,1997.5968,556.3968
07/05/2015,Cuba,1878.8,168.8
07/05/2015,Cuba,476,90.4
27/09/2016,Brasil,1366.2,313.8
27/09/2016,Brasil,1544.8,632.8
27/09/2016,Brasil,1973,394
06/07/2016,Brasil,679,258
19/11/2018,México,182.8,16.4
19/11/2018,México,770.4,92.4
19/11/2018,México,900.48,-11.32
04/10/2018,Brasil,5248.96,-1246.64
10/11/2018,Brasil,240,38.4
29/06/2017,México,231,13.8
17/09/2018,Honduras,144,-57.6
17/09/2018,Honduras,4645.2,-1006.6
17/09/2018,Honduras,1386.72,114.72
26/11/2015,México,6594.24,-0.36
28/04/2015,Honduras,107.04,-3.76
28/04/2015,Honduras,2143.68,-1429.12
28/04/2015,Honduras,9204,460
28/04/2015,Honduras,112.92,-60.28
28/04/2015,Honduras,417.6,-272.4
01/08/2017,México,6900,1241.6
01/08/2017,México,819,327.6
01/08/2017,México,2005.44,401.04
14/01/2018,México,3655.2,1423.2
08/12/2015,Chile,530.6,36.4
08/12/2015,Chile,181.6,86.4
26/10/2016,Nicaragua,621.2,310.4
26/10/2016,Nicaragua,1703,17
18/04/2018,Guatemala,7129.92,2138.52
04/11/2018,Cuba,1731.6,138.4
05/02/2018,Brasil,2732.4,627.6
07/03/2018,Brasil,1104.8,220.8
07/03/2018,Brasil,214.8,57.6
27/06/2018,México,11072,2491
27/06/2018,México,1895.8008,147.8008
14/10/2016,El Salvador,3667.2,1136.4
14/10/2016,El Salvador,562,151.6
14/10/2016,El Salvador,613.8,18
22/09/2016,Honduras,73.44,-14.76
22/11/2018,Guatemala,254,4.8
22/11/2018,Guatemala,5202,1248.4
22/11/2018,Guatemala,1640,360
22/11/2018,Guatemala,4128,1816.2
22/11/2018,Guatemala,296.8,76.8
22/11/2018,Guatemala,1027.2,256.8
28/10/2018,Guatemala,5610,448
26/05/2015,Honduras,2125.92,-779.68
29/11/2018,Honduras,92.88,-0.12
18/10/2017,Cuba,6468,2845
18/10/2017,Cuba,140.8,5.6
23/09/2015,Nicaragua,4960,1240
14/11/2015,México,217.6,69.6
27/10/2015,México,21207,636
02/08/2017,Bolivia,3949.8,157.8
01/11/2015,México,1317.6,92
06/10/2018,Venezuela,811.68,107.68
06/10/2018,Venezuela,725.4,-157.6
06/10/2018,Venezuela,7550.946,-4193.054
11/09/2018,Brasil,8702.4,2958.8
25/11/2017,México,1921.28,216.08
09/10/2018,Colombia,1367.2,177.6
09/10/2018,Colombia,11740.8,2229.6
14/07/2018,Brasil,2743.2,795
14/07/2018,Brasil,910,218.4
14/07/2018,Brasil,1064,478.8
14/07/2018,Brasil,9978.004,3279.004
18/02/2018,Nicaragua,2385,1097
20/12/2016,Perú,5419.2,-3523.2
20/12/2016,Perú,133.44,-6.96
05/09/2018,República Dominicana,403.2,95.2
05/09/2018,República Dominicana,3344.418,-176.582
21/08/2015,Panamá,161.04,-96.96
21/08/2015,Panamá,277.8,-60.2
21/08/2015,Panamá,323.04,26.24
21/08/2015,Panamá,108.72,5.12
19/04/2017,Cuba,2716,597
19/04/2017,Cuba,906.4,72.4
19/04/2017,Cuba,6787.9968,2026.3968
24/10/2018,República Dominicana,116.16,18.56
24/10/2018,República Dominicana,61.28,-15.32
07/06/2015,Chile,792,110.4
25/06/2015,Perú,282.24,23.04
25/06/2015,Perú,85.92,-30.08
25/06/2015,Perú,3565.7544,-1324.2456
25/06/2015,Perú,911.28,90.88
25/06/2015,Perú,203.88,-105.52
20/11/2018,Nicaragua,1199.2,407.2
20/11/2018,Nicaragua,1845,774
20/11/2018,Nicaragua,488.6,112
25/12/2017,Honduras,302.4,-282.6
25/12/2017,Honduras,158.4,20.8
13/09/2016,Brasil,854.6,410.2
05/12/2017,Guadalupe,3030,817.8
05/12/2017,Guadalupe,1302.4,520.8
12/07/2016,México,941.28,-106.32
12/07/2016,México,4645,1997
12/07/2016,México,1477.12,129.12
12/07/2016,México,3218.7496,605.9496
12/07/2016,México,959.4,345
12/07/2016,México,3590.4,1722.6
27/10/2018,Nicaragua,1709.2,820.4
27/10/2018,Nicaragua,5264.0508,1887.8508
23/06/2015,Brasil,5291.5956,784.3956
23/06/2015,Brasil,2444.9004,92.9004
21/03/2017,Argentina,2006.888,-913.112
21/03/2017,Argentina,1737.96,-870.24
02/10/2016,Cuba,848,212
03/03/2017,México,561.2,213.2
18/09/2018,México,2667.36,566.76
18/09/2018,México,973.92,267.72
16/07/2015,Honduras,3117.96,-1351.44
15/12/2016,Guatemala,322.6,103.2
19/08/2018,México,391.6,109.6
19/01/2015,Nicaragua,2264,339.6
19/01/2015,Nicaragua,7160,2219.2
19/01/2015,Nicaragua,527.2,163.2
18/07/2017,Panamá,641.52,-353.28
18/07/2017,Panamá,3081.12,-1284.08
10/10/2018,República Dominicana,2039.52,662.52
08/05/2018,Brasil,2031.4,893.2
08/05/2018,Brasil,68.6,17.8
08/05/2018,Brasil,268.8,129
08/05/2018,Brasil,380.4,45.6
10/11/2018,Argentina,2154.24,-325.16
10/11/2018,Argentina,23.64,-40.36
10/11/2018,Argentina,10199.04,-4080.16
04/04/2016,El Salvador,10730.24,2011.84
08/09/2016,Colombia,555,55.2
08/09/2016,Colombia,845,59
10/12/2015,México,12800.8,-2080.2
10/12/2015,México,1138.2,568.8
21/12/2016,Honduras,130.68,-15.72
21/12/2016,Honduras,4762.08,-1746.72
21/12/2016,Honduras,334.2,-167.8
08/11/2017,Brasil,294,79.2
07/03/2018,Brasil,318.8,63.6
07/03/2018,Brasil,6924.4,69.2
08/08/2017,República Dominicana,500.48,124.48
07/02/2017,Nicaragua,198.6,25.8
07/02/2017,Nicaragua,7896,1499.4
20/12/2015,Nicaragua,6106,2381.2
20/12/2015,Nicaragua,1017,334.8
01/05/2017,Guatemala,220,24
01/05/2017,Guatemala,808.2,153
01/05/2017,Guatemala,3301.384,455.784
01/05/2017,Guatemala,256,99.2
01/05/2017,Guatemala,7803,1872.6
01/05/2017,Guatemala,972,0
01/05/2017,Guatemala,77,4.6
28/12/2015,Brasil,268,112
28/12/2015,Brasil,4878.8,975.6
25/06/2018,Nicaragua,990,128
25/06/2018,Nicaragua,1759.2,826.8
11/11/2015,México,3300.4,1188
19/09/2018,Cuba,1936.8,968.4
19/09/2018,Cuba,6970.8304,3338.0304
25/09/2017,Panamá,3683.52,183.92
22/11/2017,Honduras,316.8,-6.2
22/11/2017,Honduras,357.12,35.52
22/11/2017,Honduras,2917.92,-1653.68
22/11/2017,Honduras,421.2,-133.6
22/11/2017,Honduras,139.68,-65.92
22/11/2017,Honduras,729,121
22/11/2017,Honduras,209.52,-28.08
26/11/2015,Honduras,133.2,-35.6
30/09/2018,Brasil,3754.8752,180.4752
30/09/2018,Brasil,2004.4,821.6
08/03/2017,Colombia,220.8,0
16/12/2017,Panamá,5567.04,-185.76
06/09/2017,Panamá,927.36,45.76
15/12/2016,Brasil,754.8,105.6
15/12/2016,Brasil,352.4,137.2
25/10/2016,México,566.28,-264.72
25/10/2016,México,2070.6,413
25/10/2016,México,1276.8,399
21/04/2017,Brasil,9300,4557
21/04/2017,Brasil,5950.8744,1060.8744
21/04/2017,Brasil,131.2,40.4
21/04/2017,Brasil,787.8,133.8
21/04/2017,Brasil,751.8,187.6
25/05/2017,República Dominicana,2051,-2051
15/12/2017,México,1960.32,-294.48
15/12/2017,México,352,41.6
21/12/2015,República Dominicana,498.24,124.24
21/12/2015,República Dominicana,783.2,78.2
21/12/2015,República Dominicana,1226.88,352.48
21/12/2015,República Dominicana,2980.32,1116.92
21/12/2015,República Dominicana,264.3,-0.3
21/12/2015,República Dominicana,652.8,65.2
21/12/2015,República Dominicana,96.48,10.68
30/05/2018,Argentina,22.38,-48.62
23/09/2015,México,185.8,65
27/03/2017,México,1420.8,70.4
17/01/2015,El Salvador,14115.5124,2517.1124
28/06/2017,El Salvador,4822,1350
28/06/2017,El Salvador,247.2,34.2
28/06/2017,El Salvador,229.2,110
29/04/2015,México,873,-364
29/04/2015,México,498,179
29/04/2015,México,855.36,-556.24
29/04/2015,México,1136.8,544.6
29/04/2015,México,1156.4,0
29/04/2015,México,716.4,78.8
29/04/2015,México,644,205.8
22/05/2016,República Dominicana,92.16,-11.84
22/05/2016,República Dominicana,145.6,20
01/07/2015,Perú,541.8,-325.2
01/07/2015,Perú,67.68,-20.32
01/07/2015,Perú,112.08,-65.52
25/08/2015,México,1896.5992,832.1992
25/08/2015,México,5572,1393
10/07/2018,Guatemala,361.2,126.4
10/07/2018,Guatemala,4241,169.6
10/07/2018,Guatemala,2469,320.4
10/07/2018,Guatemala,5246.4,2412.8
10/07/2018,Guatemala,440,48
10/07/2018,Guatemala,2789,1282
10/07/2018,Guatemala,352,41.6
01/11/2017,Colombia,3323.2,164.8
23/01/2015,Nicaragua,9204,3957.6
23/01/2015,Nicaragua,479.6,158
23/01/2015,Nicaragua,238.4,16.4
23/01/2015,Nicaragua,11020.8,1983.2
23/01/2015,Nicaragua,258,97.8
29/10/2017,Brasil,4546,227
22/10/2018,Brasil,1658,447
19/01/2017,Nicaragua,1006.8,140.4
30/10/2016,República Dominicana,3384,-1185
25/09/2018,El Salvador,88.8,37.2
29/11/2017,República Dominicana,3286.08,492.88
29/11/2017,República Dominicana,253.76,37.76
20/11/2017,México,276.6,135
11/05/2016,Trinidad y Tobago,157.32,-105.08
11/05/2016,Trinidad y Tobago,6069,2852
11/05/2016,Trinidad y Tobago,4976.4,2388
11/05/2016,Trinidad y Tobago,168.18,-129.02
29/11/2015,México,234,109
29/11/2015,México,5332.2,693
10/12/2015,Venezuela,667.2,-256
08/10/2018,Brasil,2250.8,922.8
08/10/2018,Brasil,129,11
16/04/2015,Nicaragua,1658.8,796
10/03/2016,República Dominicana,158.24,-21.76
27/10/2018,Honduras,677.8928,-115.7072
19/09/2016,Cuba,3363.6,369.6
19/09/2016,Cuba,12649.65,734.65
19/09/2016,Cuba,280.2,13.8
19/09/2016,Cuba,1219.2,475.2
02/07/2018,Barbados,507.6,131.4
02/07/2018,Barbados,18381,5330.4
02/07/2018,Barbados,6613.2,2050
02/07/2018,Barbados,301.4,102.4
02/10/2017,Venezuela,147.6,21.6
02/10/2017,Venezuela,462.24,-277.76
02/06/2017,México,223.2,17.6
21/03/2018,Panamá,138.24,-92.16
16/12/2016,México,180,7.2
16/12/2016,México,1255.04,-141.76
16/12/2016,México,227.6,2
16/12/2016,México,1823,473
16/12/2016,México,1728.32,-216.08
16/12/2016,México,1800.96,-22.64
29/06/2017,México,1712,428
27/04/2017,Colombia,2755.8,1129.8
25/07/2018,Honduras,262.8,-79.2
19/06/2015,México,1477.12,129.12
19/06/2015,México,113.2,31.6
03/08/2015,México,8478.72,2224.32
03/08/2015,México,621.6,298
03/08/2015,México,289.6,63.2
03/08/2015,México,968,232
03/08/2015,México,879.6,351.6
22/11/2016,Panamá,378,-151.2
16/07/2017,Cuba,789.2,157.6
07/06/2015,Cuba,3949.8,157.8
22/06/2016,México,4351.2,2086
22/06/2016,México,16966.4,2205.6
22/06/2016,México,16964,678.4
22/06/2016,México,8972,1233
06/10/2016,México,828.6,165.6
06/10/2016,México,296,2
06/10/2016,México,1672.8,100.2
04/11/2018,México,328,101
04/11/2018,México,337.8,40.2
27/11/2015,El Salvador,228.8,61.6
30/09/2016,El Salvador,751.8,345.6
30/09/2016,El Salvador,29687,1187.2
23/05/2018,República Dominicana,250.88,74.48
24/12/2015,México,707.28,35.28
24/12/2015,México,398,59.6
24/12/2015,México,1272.96,168.96
24/12/2015,México,2634.88,757.28
24/12/2015,México,2474.24,556.64
24/12/2015,México,5264.0508,1887.8508
24/12/2015,México,1058.4,10.2
24/12/2015,México,2244.8,852.8
24/12/2015,México,180.8,16
10/11/2015,República Dominicana,1742.4,-1917.6
19/04/2017,Honduras,23.64,-7.96
19/04/2017,Honduras,3030.664,-821.336
19/04/2017,Honduras,114.72,-32.88
19/04/2017,Honduras,215.52,-111.68
19/04/2017,Honduras,161.28,13.08
19/04/2017,Honduras,266.04,-71.16
10/11/2018,México,1385.6,497.6
10/11/2018,México,309.6,114
17/09/2017,Ecuador,22868.8,2286.8
17/09/2017,Ecuador,3544.8,1666
17/09/2017,Ecuador,4217,1855
21/11/2018,México,2057,411
21/11/2018,México,3460.8,-2076.8
21/11/2018,México,7755.36,2132.16
21/11/2018,México,8257.92,412.32
16/03/2016,Nicaragua,267.6,15.6
25/09/2018,México,12587.774,3757.774
25/09/2018,México,82.4,11.4
25/09/2018,México,320,140.8
25/09/2018,México,1307.2,248
06/04/2017,El Salvador,569.4,244.8
06/04/2017,El Salvador,2722.8,1142.4
23/01/2017,Cuba,2437.8,48.6
14/08/2017,El Salvador,12780,894.6
14/08/2017,El Salvador,7241.2,217.2
17/06/2018,Colombia,836.5236,132.3236
11/06/2018,El Salvador,3469.2,0
29/09/2016,Cuba,379.8,64.2
05/01/2015,México,30288,9993.6
10/07/2018,Brasil,269.4,85.8
15/11/2018,Colombia,1344.6,604.8
05/10/2016,México,487.2,233.4
19/05/2018,Colombia,290,107
